id,a
0,0.8227863083287056
1,0.46617376487939055
2,0.5345475265688612
3,0.4640531203076217
4,0.47075643023140035
5,0.46752674286083507
6,0.7187202469516167
7,0.6475307236891309
8,0.47895017085599634
9,0.46646085791497344
10,0.5895322941147131
11,0.5208156283762776
12,0.6002744262133327
13,0.4761048058374737
14,0.5227974839312526
15,0.4846011760565171
16,0.5456449073826704
17,0.459687030576585
18,0.46914846202348337
19,0.5071004029686337
20,0.519290151677728
21,0.4573541221823833
22,0.599909890526266
23,0.49875012017344145
24,0.47634256031788014
25,0.4620638844350413
26,0.4764894314372962
27,0.4745785135729292
28,0.47962392059060205
29,0.48031504471949116
30,0.468477921406875
31,0.5189802542313184
32,0.48193735119430686
33,0.466395452812297
34,0.4837750589103208
35,0.5620127484042654
36,0.4532478342063083
37,0.4543771071475606
38,0.4483667401122649
39,0.4555831303795881
40,0.47015346794380525
41,0.555060796176129
42,0.4577184820840041
43,0.4657228610923339
44,0.5135149341422053
45,0.48146286648373077
46,0.5116876338862304
47,0.5036435722953283
48,0.46610198695975136
49,0.45843075036459935
50,0.5007583152815537
51,0.6276384869601246
52,0.5062752065914959
53,0.46038870102602375
54,0.48675748100372107
55,0.46495796377188114
56,0.5301760416118786
57,0.4788593052674797
58,0.5027965626695744
59,0.48125206489514
60,0.46832997649969127
61,0.6283104915973692
62,0.46941500061015295
63,0.5132846219490834
64,0.48277403550338077
65,0.465192183147691
66,0.49249492276971535
67,0.5266906257078046
68,0.45187635060734666
69,0.46198392534650795
70,0.47016235475864204
71,0.5092878180799724
72,0.4826274787308461
73,0.5249265755850431
74,0.4586276249544616
75,0.5144959754789196
76,0.48079391167378466
77,0.5202871633868531
78,0.45986905992531285
79,0.4691433001350449
80,0.4775569021554965
81,0.4681850282566096
82,0.46865870138116605
83,0.4728024043326983
84,0.4595622038604602
85,0.46078575961407114
86,0.5288347465428729
87,0.5202761272712155
88,0.45642957905142967
89,0.4768619451283596
90,0.5185627483314644
91,0.48192638605196136
92,0.48621003805411617
93,0.5672611695411417
94,0.49693140560218513
95,0.478246521617097
96,0.5319531518694209
97,0.5615642174151908
98,0.5232550426354683
99,0.49048401889936327
100,0.4983364953241179
101,0.5020246519129983
102,0.4679446325981247
103,0.4681607949234426
104,0.47045326016341593
105,0.647815154398069
106,0.4816838858640126
107,0.46318591004376064
108,0.47193527715090006
109,0.46504573515298914
110,0.4810070625779846
111,0.4745084292942282
112,0.47491634943212935
113,0.46299857898723806
114,0.5044439534308846
115,0.4619062030960809
116,0.5652409251657525
117,0.4576542700077421
118,0.4800898021751411
119,0.4552884110239506
120,0.461463996931672
121,0.5181817483643624
122,0.4996023088881108
123,0.4821532520577853
124,0.4536865590501922
125,0.48360008385229375
126,0.46250561423389236
127,0.511882127348127
128,0.46311362040018006
129,0.4673867937205372
130,0.6011769291383663
131,0.5172833111529802
132,0.521770423032968
133,0.468479914078606
134,0.4905586975944152
135,0.4715944101647237
136,0.467783446814992
137,0.4887390575507098
138,0.5026613628076149
139,0.475719170521188
140,0.45810386503592904
141,0.5214749832759181
142,0.4814606267810785
143,0.45678935631100737
144,0.5242671918311346
145,0.5372821729094147
146,0.572282981499539
147,0.4609195884606002
148,0.47273104681895517
149,0.5026069729026144
150,0.45740733939132827
151,0.4594900977640755
152,0.5217319382420034
153,0.4973997706376604
154,0.4670901885530074
155,0.46803630947785035
156,0.4814503688556989
157,0.45279731696734504
158,0.4777878336399431
159,0.5042441187608404
160,0.46688351167756154
161,0.5854154602331862
162,0.6276416082908829
163,0.4547583121136358
164,0.5221839434630693
165,0.5454154411779765
166,0.4791623357848413
167,0.5028269340816428
168,0.47555970308490786
169,0.5270656051329897
170,0.8086781920245616
171,0.4675534718828016
172,0.4985244119175819
173,0.48169932654735126
174,0.47939147104504104
175,0.46734922050146643
176,0.4623903499678405
177,0.6789389101109536
178,0.5292184321239328
179,0.47694110464449113
180,0.5408490742825496
181,0.45544512971450957
182,0.47666430391128517
183,0.46572688708941984
184,0.46296986368293713
185,0.4566311033517002
186,0.5011999166771447
187,0.46918320800765895
188,0.4590215082673546
189,0.4574863375365621
190,0.47962786756389175
191,0.4978299319298362
192,0.48987632651039253
193,0.6107549937959137
194,0.45816941787287235
195,0.47524734614696235
196,0.4523966899259616
197,0.46433859216610257
198,0.4760205593139893
199,0.549438636753808
200,0.5255509927116511
201,0.47701673592174915
202,0.4549800110969055
203,0.46495800056373593
204,0.5278440628642166
205,0.4610180721254871
206,0.46274093836634944
207,0.5451158224671084
208,0.46612044227853855
209,0.5205833904712555
210,0.4681798681820417
211,0.4673042503246695
212,0.5189872935964637
213,0.4610751790522298
214,0.6254096772392862
215,0.5575248411776652
216,0.4611534069448996
217,0.5539819700126065
218,0.54274018511467
219,0.451489652509389
220,0.4738856924998212
221,0.47396981866852683
222,0.479632840402449
223,0.5619203262668933
224,0.4536310689703925
225,0.45946503602379807
226,0.4912585158253927
227,0.46426316717812943
228,0.4491150615846698
229,0.47978855120795544
230,0.5437822642327693
231,0.452664214560301
232,0.46320803932500204
233,0.46749142148357165
234,0.4755780233740918
235,0.5508080812314282
236,0.4613025799222036
237,0.46048089532025505
238,0.5799599688086701
239,0.7548078104001719
240,0.46048365337331143
241,0.4636036222020992
242,0.5158393640697473
243,0.4838237061389772
244,0.5026734553002086
245,0.4649655607663943
246,0.4538534265498119
247,0.4983025227843432
248,0.4661034460820877
249,0.5460942677779851
250,0.4877500649292858
251,0.5420224181068595
252,0.48153944628007833
253,0.5217142740230722
254,0.47186977545478853
255,0.4654335976502197
256,0.47563449934277174
257,0.46524741392974317
258,0.46792914951327647
259,0.4548373217649701
260,0.4771046073940749
261,0.4640506767401743
262,0.4870898000957538
263,0.45751454011416487
264,0.44756138159282793
265,0.5133606657508195
266,0.4626728816583578
267,0.47006611828740724
268,0.467867628055436
269,0.48031188791648266
270,0.4809099446707846
271,0.45103016020444414
272,0.4706232021212997
273,0.4768870568388087
274,0.46735010881815203
275,0.4632063314102554
276,0.45210774498152917
277,0.5418151959276369
278,0.6753741718855761
279,0.4568892795834201
280,0.4759587432457842
281,0.5051222712020427
282,0.4596384913408557
283,0.5134577843949659
284,0.5259504816249071
285,0.5236822612879227
286,0.5240321260400471
287,0.5200289906815846
288,0.4677164160725301
289,0.48321989593724823
290,0.4714510391930595
291,0.461553423136145
292,0.46311265636716675
293,0.48122785918942956
294,0.46633005401019756
295,0.5315169309661855
296,0.4613024911751866
297,0.46621281296264544
298,0.5014945691553868
299,0.4703715671980307
300,0.46038362158942675
301,0.49875901017389435
302,0.7853362474468871
303,0.6913784108246995
304,0.5569914701851801
305,0.48046639553250586
306,0.5785115272551172
307,0.45186526850391495
308,0.445907349797464
309,0.4725956347691056
310,0.47580110260791864
311,0.45484426457890553
312,0.565310987573861
313,0.4865882179693924
314,0.4768763795969546
315,0.4761914293961849
316,0.4891060236957079
317,0.4793948949452771
318,0.45908497486351724
319,0.6571821465477846
320,0.5030632069397503
321,0.4789259244010931
322,0.48459092610282045
323,0.4662553463196763
324,0.4912728693677176
325,0.5014417077072981
326,0.5266920107223144
327,0.4932555700315013
328,0.46436290139038994
329,0.4561460117755633
330,0.4631485168252039
331,0.4537683179339682
332,0.47549410303631656
333,0.48283146320156567
334,0.45506202172282156
335,0.4798451363623531
336,0.5019959602318629
337,0.48123108595334896
338,0.5555297029584773
339,0.47624525580381394
340,0.46482621477511415
341,0.47489306130231396
342,0.4744301863575964
343,0.4841102192177918
344,0.468942183518105
345,0.4747978025372577
346,0.4985010137404824
347,0.7056644856705968
348,0.489419180393127
349,0.4633564873592338
350,0.4629740262347231
351,0.531570453370271
352,0.5199674985727362
353,0.4845057016872981
354,0.5269673438950101
355,0.4696164978074242
356,0.4517741084826688
357,0.5057443411950923
358,0.46351279982959687
359,0.4581046039748244
360,0.465202569692173
361,0.46147239482286123
362,0.648999513042516
363,0.47948167939552755
364,0.45400239989805935
365,0.47893644341258995
366,0.4707778708897332
367,0.46624164820802805
368,0.4681142163394201
369,0.45210400471715056
370,0.5270728100182343
371,0.5274769509979708
372,0.4799194169160011
373,0.4707748478388416
374,0.4551318502970349
375,0.4655003577803606
376,0.6572152838081496
377,0.5729632806390141
